"person_gender","person_education","loan_int_rate","loan_percent_income","credit_score","loan_status"
"male","High School",11.01,0.13,568,0
"male","Associate",11.86,0.14,655,0
"female","High School",7.66,0.23,588,0
"male","Bachelor",11.49,0.14,602,0
"male","Associate",11.86,0.14,681,0
"female","High School",8.59,0.14,632,0
"male","Associate",14.96,0.13,633,1
"male","Master",10,0.06,680,0
"female","Master",13.92,0.13,552,0
"male","Associate",11.14,0.14,608,0
"female","Bachelor",6.54,0.32,625,1
"female","Bachelor",14.42,0.13,597,1
"female","High School",11.59,0.14,652,0
"male","Associate",10.33,0.14,624,0
"male","High School",11.12,0.13,660,0
"female","Associate",5.42,0.2,641,0
"male","High School",11.01,0.23,642,0
"male","High School",10,0.13,645,0
"male","Master",6.17,0.03,607,0
"female","High School",14.96,0.13,680,0
"female","Associate",10.62,0.13,621,0
"female","Bachelor",8.94,0.13,565,0
"female","Bachelor",8.63,0.13,684,0
"female","High School",7.51,0.13,640,0
"female","High School",10.36,0.07,557,0
"male","Bachelor",8,0.13,640,0
"male","High School",6.54,0.21,521,0
"female","High School",8.88,0.24,616,0
"male","High School",14.27,0.13,622,1
"male","High School",12.69,0.13,690,1
"male","Associate",6.03,0.13,658,0
"male","Bachelor",14.84,0.16,595,1
"female","High School",14.79,0.13,622,0
"male","High School",11.12,0.18,679,0
"female","Master",7.49,0.13,709,0
"male","Bachelor",11.01,0.13,649,0
"male","Bachelor",12.53,0.13,651,0
"male","Bachelor",7.68,0.13,647,0
"female","High School",13.23,0.13,572,0
"male","Bachelor",14.35,0.13,593,0
"male","Bachelor",10.38,0.23,657,0
"male","High School",11.01,0.13,624,0
"male","Associate",13.23,0.08,656,0
"female","High School",7.14,0.14,646,1
"female","High School",13.48,0.12,615,0
"female","Associate",14.61,0.12,484,1
"male","Associate",12.69,0.12,665,0
"male","Associate",11.49,0.14,682,1
"female","High School",10.62,0.12,643,0
"female","Bachelor",7.88,0.21,631,0
"female","High School",10.25,0.12,590,0
"female","High School",11.01,0.12,682,0
"female","Bachelor",12.84,0.12,611,0
"female","Bachelor",7.51,0.06,695,0
"female","Bachelor",11.01,0.12,672,0
"male","Bachelor",14.11,0.12,660,1
"female","High School",13.49,0.12,681,0
"male","High School",13.49,0.12,599,0
"male","Associate",11.36,0.27,596,0
"male","Bachelor",12.18,0.12,633,0
"female","High School",9.38,0.12,663,0
"male","Associate",7.51,0.17,649,0
"male","Bachelor",11.01,0.12,685,0
"male","Associate",7.88,0.12,638,0
"male","High School",7.51,0.07,640,0
"female","Bachelor",8,0.12,571,0
"male","Master",13.49,0.12,692,0
"male","Master",11.01,0.12,658,0
"female","Master",10.99,0.12,600,1
"male","Master",14.59,0.19,590,0
"female","Associate",11.49,0.12,581,0
"female","High School",11.01,0.12,659,0
"male","High School",11.71,0.12,635,0
"male","Master",11.71,0.12,589,0
"male","High School",10.65,0.12,588,0
"female","Associate",11.71,0.12,667,0
"female","Associate",6.99,0.12,660,0
"male","Bachelor",12.99,0.14,661,1
"male","High School",11.01,0.23,615,1
"male","Bachelor",10.25,0.1,589,0
"female","Bachelor",11.01,0.12,624,0
"female","High School",11.01,0.12,651,0
"female","Associate",10.36,0.12,640,0
"female","Associate",7.88,0.12,600,0
"male","Associate",7.88,0.12,673,0
"female","Bachelor",13.23,0.12,701,0
"male","Bachelor",8.59,0.14,670,0
"female","High School",13.22,0.31,622,1
"female","Doctorate",11.48,0.09,582,0
"male","High School",15.7,0.14,667,1
"female","Associate",8.94,0.1,658,0
"female","Associate",11.01,0.14,648,1
"female","Master",6.92,0.14,665,1
"male","Associate",14.72,0.12,698,0
"male","Associate",8.94,0.12,524,0
"male","Bachelor",8.59,0.14,669,0
"male","Master",8.94,0.12,540,0
"male","Bachelor",13.57,0.11,656,0
"female","Bachelor",11.01,0.11,690,0
"female","Associate",7.68,0.11,613,0
"female","Associate",18.25,0.14,676,1
"female","Bachelor",14.26,0.23,625,0
"male","Master",14.79,0.11,607,0
"female","Associate",12.99,0.11,596,0
"female","Associate",14.17,0.13,711,1
"male","Associate",10.37,0.11,675,0
"female","High School",13.57,0.11,581,0
"male","High School",14.54,0.14,646,1
"male","Master",11.01,0.11,588,0
"male","Associate",6.17,0.11,612,0
"female","Associate",17.43,0.14,636,1
"female","High School",11.26,0.29,632,0
"male","Master",11.89,0.09,695,0
"male","Associate",15.21,0.14,605,1
"male","High School",15.7,0.13,571,1
"male","Associate",13.48,0.11,656,0
"female","Bachelor",13.22,0.11,629,0
"male","Associate",7.49,0.11,628,0
"female","Bachelor",11.01,0.25,644,0
"female","Associate",9.63,0.16,656,0
"male","Master",12.84,0.11,605,0
"female","High School",6.03,0.11,647,0
"male","High School",8.9,0.11,542,0
"male","High School",6.54,0.11,611,0
"male","Master",9.99,0.11,700,0
"female","Master",11.78,0.11,678,0
"male","Bachelor",10.51,0.15,630,0
"male","High School",5.42,0.11,682,0
"female","Associate",11.28,0.04,593,0
"male","Associate",10.65,0.11,551,0
"male","Bachelor",12.29,0.11,634,1
"female","Bachelor",11.03,0.11,691,0
"male","High School",12.92,0.29,697,0
"female","Bachelor",9.91,0.13,676,1
"male","Master",11.01,0.11,686,0
"male","High School",7.74,0.16,594,0
"male","High School",9.91,0.13,673,1
"male","High School",13.99,0.11,640,0
"female","Bachelor",11.01,0.13,735,1
"female","Associate",7.29,0.11,604,0
"male","High School",11.01,0.11,635,0
"female","Associate",5.42,0.19,708,0
"female","Bachelor",11.58,0.11,709,0
"male","Bachelor",15.37,0.13,540,1
"male","Master",13.93,0.13,697,1
"male","Associate",6.91,0.11,595,0
"female","Master",6.62,0.15,660,0
"female","Associate",12.73,0.11,684,0
"female","Associate",12.84,0.15,645,0
"female","Associate",14.84,0.13,661,1
"male","Associate",10.59,0.11,561,0
"male","High School",11.01,0.15,578,0
"male","Associate",10.99,0.11,545,0
"female","Bachelor",11.14,0.11,636,0
"male","Bachelor",12.69,0.1,697,0
"male","Associate",6.99,0.11,619,0
"male","Associate",7.49,0.11,653,0
"female","High School",20,0.12,677,1
"female","High School",7.51,0.09,602,0
"female","Bachelor",8.49,0.14,623,0
"female","High School",11.01,0.24,660,0
"male","Associate",5.42,0.04,636,0
"male","Associate",13.8,0.19,582,0
"female","Bachelor",7.74,0.1,553,0
"female","Associate",14.22,0.1,582,0
"male","Bachelor",6.92,0.1,563,0
"male","High School",13.72,0.1,656,0
"male","High School",9.25,0.12,611,1
"male","Associate",14.84,0.12,676,1
"female","Bachelor",14.96,0.12,618,1
"female","High School",12.87,0.1,622,0
"male","Bachelor",11.89,0.1,643,0
"male","Bachelor",10.2,0.1,626,0
"female","Bachelor",12.92,0.12,675,1
"male","High School",14.61,0.14,565,0
"male","Bachelor",12.42,0.1,624,0
"male","Associate",9.91,0.1,598,0
"female","Bachelor",8.9,0.1,639,0
"male","Bachelor",12.42,0.1,574,0
"male","Associate",7.29,0.19,618,0
"male","Associate",5.79,0.1,598,0
"female","Bachelor",14.61,0.02,658,1
"female","Associate",11.01,0.12,606,1
"male","Associate",6.17,0.1,588,0
"female","Master",9.25,0.1,614,0
"male","Associate",12.23,0.12,593,1
"male","Associate",15.76,0.19,563,0
"female","Bachelor",6.17,0.1,688,0
"male","High School",11.01,0.1,690,0
"female","Master",7.51,0.02,663,0
"female","Bachelor",12.73,0.12,591,1
"female","Master",11.36,0.1,709,0
"female","Bachelor",13.11,0.1,537,0
"female","Associate",14.59,0.12,643,1
"male","High School",14.26,0.1,530,0
"male","Bachelor",10.74,0.04,671,0
"male","Bachelor",6.76,0.02,614,0
"male","Associate",9.45,0.1,624,0
"female","High School",7.43,0.1,611,0
"male","Associate",6.17,0.23,664,0
"male","Bachelor",16.89,0.12,604,1
"male","Master",11.01,0.16,640,0
"female","High School",16.02,0.12,545,1
"female","Master",15.21,0.12,617,1
"female","High School",10.99,0.1,628,0
"female","High School",15.96,0.12,616,1
"female","Bachelor",11.71,0.1,695,0
"male","High School",14.11,0.14,662,0
"male","Bachelor",14.79,0.12,610,1
"male","High School",7.51,0.1,652,0
"male","Bachelor",11.01,0.1,692,0
"male","Bachelor",11.01,0.1,637,0
"female","Bachelor",14.96,0.12,633,1
"male","Bachelor",8.9,0.1,636,0
"male","High School",6.62,0.18,666,0
"female","Master",11.01,0.3,720,0
"male","High School",10.99,0.1,569,0
"female","Bachelor",7.29,0.1,659,0
"male","High School",12.68,0.11,584,1
"male","Master",6.62,0.13,666,0
"male","Bachelor",14.27,0.12,585,0
"female","High School",11.01,0.05,617,0
"female","Bachelor",11.71,0.17,617,0
"male","Bachelor",5.42,0.1,672,0
"male","Bachelor",12.69,0.43,627,0
"male","High School",10.65,0.11,620,0
"male","Bachelor",16.32,0.11,647,1
"female","Bachelor",13.49,0.11,678,0
"male","High School",11.99,0.29,626,0
"male","Associate",7.51,0.1,558,0
"male","Bachelor",14.59,0.11,661,1
"female","Bachelor",12.87,0.1,510,0
"female","Bachelor",13.49,0.05,615,0
"male","Bachelor",13.22,0.11,581,1
"male","Associate",10.59,0.14,675,0
"female","Bachelor",9.32,0.1,652,0
"female","Bachelor",11.01,0.22,668,1
"female","Bachelor",5.42,0.17,638,0
"male","Associate",11.91,0.1,565,0
"female","High School",15.62,0.07,587,0
"male","Bachelor",11.49,0.07,607,0
"male","Associate",12.92,0.11,617,1
"female","Associate",10.99,0.1,677,0
"male","Bachelor",12.42,0.1,653,0
"female","Bachelor",12.98,0.1,666,0
"female","High School",7.14,0.09,650,0
"female","High School",10.38,0.1,549,0
"female","Associate",10.37,0.13,558,0
"male","Bachelor",7.51,0.09,644,0
"male","High School",16.45,0.11,648,1
"male","Master",7.66,0.15,682,0
"male","High School",12.69,0.09,581,0
"male","Bachelor",6.92,0.13,671,0
"female","Bachelor",14.17,0.09,620,0
"male","Associate",12.87,0.09,663,0
"male","Associate",10.65,0.09,643,0
"male","Bachelor",12.18,0.11,634,1
"male","Master",7.88,0.08,713,0
"male","Master",8.9,0.09,666,0
"male","Associate",8.9,0.09,699,0
"male","Master",14.84,0.11,612,1
"female","Master",7.14,0.09,499,0
"female","Associate",7.14,0.14,643,1
"female","Master",12.42,0.09,677,0
"female","Bachelor",11.01,0.04,660,0
"female","High School",9.91,0.09,603,0
"female","High School",7.88,0.19,525,0
"female","Bachelor",11.01,0.09,655,0
"female","High School",7.14,0.15,620,0
"female","High School",10.62,0.13,663,0
"male","High School",7.88,0.22,660,0
"female","Bachelor",13.11,0.18,646,0
"male","Associate",16.77,0.1,545,1
"male","Associate",10.74,0.09,575,0
"male","High School",11.11,0.09,648,0
"male","Bachelor",8.59,0.19,676,0
"male","High School",12.23,0.1,548,1
"male","High School",7.88,0.09,588,0
"male","Master",11.36,0.09,677,0
"female","Master",7.74,0.11,644,0
"male","Bachelor",9.32,0.09,669,0
"female","Master",15.37,0.1,648,1
"female","Bachelor",13.79,0.09,588,0
"female","High School",11.89,0.09,534,0
"male","Associate",7.75,0.09,579,0
"female","High School",11.01,0.09,573,0
"male","High School",14.84,0.1,577,1
"male","Associate",14.22,0.09,642,0
"female","High School",7.14,0.09,681,0
"male","High School",14.11,0.1,579,1
"female","High School",15.99,0.1,664,1
"male","Bachelor",7.88,0.09,683,0
"male","High School",9.63,0.17,592,0
"male","Master",12.53,0.19,604,1
"male","Bachelor",12.09,0.16,630,0
"female","Bachelor",10.37,0.09,537,0
"female","Associate",6.76,0.09,638,0
"female","Associate",9.32,0.09,565,0
"female","Bachelor",15.31,0.21,522,0
"male","High School",12.18,0.09,640,0
"female","Associate",12.42,0.09,631,0
"female","Associate",8.9,0.09,556,0
"male","Bachelor",9.99,0.09,599,0
"male","Bachelor",7.14,0.09,593,0
"male","Associate",13.49,0.32,628,0
"female","Bachelor",16.77,0.16,646,0
"female","Associate",12.69,0.19,666,0
"male","High School",10.25,0.09,682,0
"male","Bachelor",11.36,0.09,606,0
"female","High School",7.49,0.12,616,0
"male","Associate",10.83,0.1,584,1
"female","Master",14.79,0.07,690,0
"female","Bachelor",12.87,0.11,593,0
"male","Associate",13.99,0.1,654,1
"female","Associate",6.99,0.09,591,0
"male","High School",10.59,0.15,617,1
"female","Master",7.49,0.15,651,0
"male","Bachelor",11.01,0.1,696,1
"male","Bachelor",7.66,0.09,539,1
"female","High School",9.25,0.09,619,0
"male","High School",9.99,0.09,669,0
"male","Bachelor",6.17,0.09,665,0
"male","Master",11.12,0.08,670,0
"male","High School",13.11,0.09,525,0
"female","Master",11.01,0.1,557,1
"female","High School",6.17,0.37,575,1
"female","Bachelor",5.42,0.21,646,0
"male","Associate",11.01,0.3,688,0
"female","Bachelor",11.01,0.09,582,0
"female","High School",15.95,0.25,601,0
"male","High School",14.35,0.04,640,0
"female","High School",7.88,0.18,599,1
"female","Bachelor",11.89,0.09,636,0
"female","Associate",7.51,0.11,654,0
"male","Bachelor",13.11,0.35,664,1
"male","High School",11.89,0.09,625,0
"female","Associate",9.63,0.09,632,0
"male","Bachelor",8.7,0.09,668,0
"male","High School",11.36,0.09,651,0
"male","Associate",9.88,0.05,673,0
"male","Associate",10.38,0.08,621,0
"male","Bachelor",14.26,0.19,683,0
"male","Associate",11.48,0.26,598,0
"male","Bachelor",9.63,0.19,647,0
"male","Bachelor",7.68,0.11,616,0
"male","Bachelor",7.88,0.08,645,0
"female","Master",13.79,0.08,616,0
"female","Associate",12.87,0.34,620,0
"male","Associate",10.65,0.08,674,0
"male","Associate",11.86,0.08,529,0
"male","High School",7.88,0.08,565,0
"female","Bachelor",10.36,0.08,529,0
"female","High School",10.62,0.46,604,0
"female","Bachelor",16.77,0.09,569,1
"male","High School",5.42,0.08,539,0
"female","High School",15.23,0.09,623,1
"male","High School",10.59,0.08,591,0
"male","Associate",7.49,0.08,628,0
"male","High School",12.87,0.13,555,0
"male","Associate",9.63,0.17,662,0
"male","High School",16.7,0.13,656,0
"female","Bachelor",7.49,0.13,594,0
"female","Associate",11.01,0.28,574,0
"female","Bachelor",11.01,0.15,562,1
"male","Master",11.01,0.13,651,0
"male","Bachelor",7.29,0.13,548,0
"female","High School",13.35,0.13,579,0
"female","High School",7.14,0.13,660,0
"male","Bachelor",9.63,0.22,646,1
"male","Bachelor",11.58,0.19,697,1
"female","Bachelor",7.51,0.13,652,0
"female","Master",10.37,0.13,689,0
"male","Associate",10.38,0.24,634,0
"male","Bachelor",6.91,0.13,675,0
"female","Bachelor",14.96,0.15,661,1
"male","Master",11.83,0.13,693,0
"male","High School",16.32,0.33,667,0
"male","Associate",7.29,0.13,665,0
"female","Bachelor",11.01,0.13,608,0
"male","Bachelor",5.42,0.09,662,0
"male","Associate",7.51,0.12,647,0
"male","Bachelor",12.69,0.19,675,0
"male","Bachelor",7.51,0.12,610,0
"male","High School",10.59,0.12,571,0
"female","Bachelor",5.99,0.12,630,0
"male","High School",12.68,0.12,667,0
"male","Associate",7.51,0.06,697,0
"male","Associate",6.17,0.12,652,0
"male","Bachelor",11.01,0.07,633,0
"female","Bachelor",15.96,0.11,664,0
"male","High School",11.01,0.12,517,0
"male","Associate",15.27,0.07,619,0
"male","Bachelor",6.03,0.13,672,0
"male","Bachelor",11.01,0.22,650,0
"male","Bachelor",10.99,0.21,620,0
"female","Bachelor",13.61,0.12,659,0
"male","High School",11.86,0.12,458,0
"female","High School",7.14,0.12,548,0
"female","Bachelor",11.01,0.12,636,0
"male","High School",11.58,0.12,632,0
"male","High School",5.99,0.06,618,0
"female","Bachelor",9.99,0.19,713,0
"male","High School",11.36,0.12,630,0
"female","High School",8.49,0.12,573,0
"female","Master",11.01,0.12,622,0
"male","Bachelor",6.03,0.12,633,0
"female","High School",14.54,0.22,638,0
"female","Master",17.14,0.19,602,0
"female","Associate",6.03,0.11,633,0
"female","Bachelor",5.79,0.07,597,0
"female","Associate",7.29,0.13,645,0
"female","Bachelor",5.79,0.04,660,0
"male","Master",9.91,0.11,662,0
"female","Associate",7.29,0.27,669,0
"female","High School",5.42,0.11,641,0
"female","Master",15.28,0.13,659,1
"male","Bachelor",11.86,0.11,719,0
"male","High School",6.17,0.2,664,0
"female","Associate",6.91,0.16,668,0
"female","Associate",6.17,0.1,640,0
"female","Master",11.49,0.11,654,0
"female","Bachelor",5.79,0.07,708,0
"male","Associate",13.49,0.11,623,0
"male","Bachelor",11.01,0.11,667,0
"male","Bachelor",13.23,0.09,656,0
"male","Master",11.01,0.09,681,0
"male","Bachelor",10.74,0.1,639,0
"female","Master",15.7,0.05,661,1
"male","High School",13.47,0.1,651,0
"male","High School",10.59,0.1,650,0
"male","Bachelor",10,0.1,666,0
"male","Bachelor",12.87,0.18,623,0
"male","Associate",10.99,0.1,596,0
"female","High School",7.4,0.09,596,0
"male","Master",7.4,0.04,695,0
"male","High School",9.63,0.11,575,1
"female","Associate",14.09,0.11,456,1
"male","Associate",15.31,0.17,534,0
"male","Bachelor",12.84,0.1,668,0
"female","High School",9.32,0.07,533,0
"male","Associate",8.9,0.09,558,0
"male","Associate",6.91,0.09,668,0
"female","Associate",13.16,0.09,576,0
"female","Bachelor",11.01,0.09,691,0
"male","Bachelor",10.91,0.09,647,0
"male","Master",7.51,0.09,606,0
"female","High School",10.59,0.09,579,0
"female","Associate",10.14,0.35,535,0
"female","Bachelor",11.36,0.09,602,0
"male","Master",17.27,0.08,612,1
"male","Bachelor",6.62,0.32,663,0
"female","Bachelor",11.26,0.09,657,0
"male","Bachelor",13.92,0.09,591,0
"female","Associate",11.89,0.13,661,0
"male","Associate",12.29,0.12,588,0
"female","High School",12.69,0.09,657,0
"male","Bachelor",13.49,0.09,680,0
"male","High School",11.01,0.08,628,0
"male","Bachelor",14.79,0.06,632,0
"male","Bachelor",13.22,0.18,621,0
"female","High School",7.51,0.07,669,0
"male","Master",13.22,0.08,716,0
"male","High School",7.51,0.13,644,0
"male","Master",6.92,0.08,648,0
"male","Associate",15.05,0.09,617,1
"female","Master",12.98,0.06,726,0
"male","Associate",12.18,0.05,700,1
"female","Associate",10.99,0.26,564,0
"female","High School",17.27,0.32,577,1
"female","High School",11.34,0.07,613,0
"male","High School",11.01,0.07,658,0
"female","Master",6.03,0.11,658,0
"female","Bachelor",12.99,0.26,677,0
"female","Bachelor",5.79,0.07,607,0
"female","Bachelor",7.51,0.06,670,0
"male","Bachelor",12.68,0.05,674,0
"female","Associate",14.35,0.12,652,0
"female","Associate",7.51,0.12,613,0
"male","Bachelor",7.9,0.06,694,0
"female","Bachelor",7.14,0.05,637,0
"male","Associate",12.72,0.09,635,0
"female","Associate",16.45,0.05,680,1
"female","Bachelor",11.83,0.3,666,1
"male","High School",16.02,0.22,531,0
"male","Bachelor",6.76,0.07,647,0
"male","Associate",10.65,0.09,661,0
"female","Master",10.99,0.14,700,0
"male","Bachelor",11.01,0.06,651,0
"male","High School",6.17,0.21,654,0
"male","Master",13.22,0.22,662,1
"male","High School",9.62,0.17,669,0
"male","Associate",7.29,0.12,515,0
"female","High School",13.57,0.28,565,0
"female","Master",10.65,0.37,588,1
"female","Bachelor",13.87,0.09,663,0
"male","Bachelor",10.59,0.33,654,1
"female","Bachelor",8.9,0.31,623,1
"male","Associate",10.74,0.31,564,1
"male","Associate",7.49,0.1,682,0
"male","Associate",11.89,0.37,596,0
"male","Master",10,0.29,652,1
"male","Associate",15.62,0.28,691,1
"female","High School",6.62,0.27,570,1
"female","Bachelor",11.01,0.25,605,1
"female","Bachelor",7.51,0.24,729,0
"male","Associate",15.37,0.26,582,0
"female","Associate",7.9,0.11,673,0
"male","Bachelor",11.01,0.24,601,0
"male","Bachelor",6.62,0.12,617,0
"male","High School",9.32,0.3,487,1
"female","Associate",11.71,0.18,679,0
"male","Bachelor",14.96,0.15,514,0
"male","Bachelor",7.49,0.15,668,0
"male","Associate",6.62,0.15,518,0
"female","Bachelor",14.27,0.16,665,0
"male","Bachelor",8.9,0.12,542,0
"male","Master",6.62,0.16,653,0
"female","High School",11.71,0.18,654,0
